mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__model__C,param_classifier__threshold,params,split0_test_Self_Score,split1_test_Self_Score,split2_test_Self_Score,split3_test_Self_Score,split4_test_Self_Score,mean_test_Self_Score,std_test_Self_Score,rank_test_Self_Score,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,split4_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_ROC_AUC,split1_test_ROC_AUC,split2_test_ROC_AUC,split3_test_ROC_AUC,split4_test_ROC_AUC,mean_test_ROC_AUC,std_test_ROC_AUC,rank_test_ROC_AUC,split0_test_Balanced_Accuracy,split1_test_Balanced_Accuracy,split2_test_Balanced_Accuracy,split3_test_Balanced_Accuracy,split4_test_Balanced_Accuracy,mean_test_Balanced_Accuracy,std_test_Balanced_Accuracy,rank_test_Balanced_Accuracy
39.18043279647827,2.377935679016958,2.631960868835449,0.39291767057349236,3.645152752227495,0.2,"{'classifier__model__C': 3.645152752227495, 'classifier__threshold': 0.2}",-0.827117335013516,-0.8215889920936567,-0.8207150261173554,-0.8241295908619743,-0.8263246681978008,-0.8239751224568606,0.0025195067644763723,13,0.1628627426187014,0.16387698672351564,0.16406711069892924,0.16345850426001893,0.16301851812838392,0.1634567724859098,0.0004677679133557654,13,0.972809667673716,0.9773413897280967,0.9798590130916415,0.9780966767371602,0.9740684793554885,0.9764350453172206,0.0026095988962436876,3,0.1926383610089226,0.19487408792504218,0.1939188227881547,0.19178471982276782,0.19251641226804334,0.19314648076258614,0.0011036941207891056,13,0.7393999144601434,0.7323731964250316,0.7326240347403414,0.735597300674021,0.7344267385684179,0.7348842369735911,0.0025504096363470254,8,0.548466785239719,0.5517496928520649,0.5523783778452083,0.5504138339576933,0.548974587684554,0.5503966555158479,0.001516898462141322,13
31.40741686820984,11.809105487632424,2.5097787380218506,1.4041629037892587,3.645152752227495,0.3,"{'classifier__model__C': 3.645152752227495, 'classifier__threshold': 0.3}",-0.7058393122091015,,-0.6973029003475539,-0.6994776528932338,-0.7027702688969737,,,17,0.18656831104963886,,0.1885321571443225,0.1880513334876424,0.1873051052753653,,,17,0.9169184290030211,,0.9254783484390735,0.9204431017119838,0.9149043303121853,,,17,0.3545253145261275,,0.35684234060283326,0.3583260502835308,0.3590577427288063,,,17,0.7393999144601434,,0.7326240347403414,0.735597300674021,0.7344267385684179,,,17,0.6110272571290283,,0.6161916051819724,0.6147020832577695,0.6125738791006857,,,17
37.69971308708191,2.3057146448725847,3.3342044830322264,1.533561625051483,3.645152752227495,0.4,"{'classifier__model__C': 3.645152752227495, 'classifier__threshold': 0.4}",-0.5992967622609296,-0.6067356354545639,-0.6063494644417796,-0.6037275665128757,-0.6051706266132802,-0.6042560110566858,0.0026922484320942236,8,0.22042864894194245,0.21803317455491367,0.21811921960440156,0.219268650103943,0.21887796887796884,0.21894553241663392,0.0008745049148809005,8,0.8182275931520645,0.8124370594159114,0.8134441087613293,0.8099194360523666,0.8074018126888217,0.8122860020140987,0.003636549866116395,10,0.5327737241112985,0.5295420824779984,0.5291965610455072,0.5343793825328753,0.5347655535456597,0.5321314607426678,0.002354681105130131,7,0.7393999144601434,0.7323731964250316,0.7326240347403414,0.735597300674021,0.7344267385684179,0.7348842369735911,0.0025504096363470254,8,0.6629664132600182,0.6585676862225813,0.6588390589573743,0.6600504783790542,0.6591122574686895,0.6599071788575435,0.0016091283688296969,5
38.483780002593996,2.7937306073940333,3.515077543258667,1.3197044765380397,3.645152752227495,0.5,"{'classifier__model__C': 3.645152752227495, 'classifier__threshold': 0.5}",-0.5538708562834088,-0.569256722424341,-0.5667974228166094,-0.5636064307636024,-0.563890977825654,-0.5634844820227232,0.005232518440419955,2,0.2550991367042975,0.24868152230721718,0.2495145171221522,0.2514203867271425,0.2520262446931687,0.25134836151079565,0.002236427703835967,5,0.6769889224572004,0.6588620342396777,0.6631419939577039,0.6628902316213494,0.6576032225579054,0.6638972809667674,0.0068984717817938326,12,0.6808194955387086,0.6786040934127355,0.6779537001280462,0.6813276152923721,0.6848844535680169,0.6807178715879758,0.002443408367130944,4,0.7393999144601434,0.7323731964250316,0.7326240347403414,0.735597300674021,0.7344267385684179,0.7348842369735911,0.0025504096363470254,8,0.6790724090054691,0.6695999352918082,0.671198227295684,0.6729185067766479,0.6724417536654745,0.6730461664070168,0.003224549564121808,2
40.55555806159973,4.68415377706816,6.9085554599761965,5.1984197895328315,3.645152752227495,0.6,"{'classifier__model__C': 3.645152752227495, 'classifier__threshold': 0.6}",-0.5671022946688076,-0.5868783154813927,-0.5905977520782097,-0.5794800918680515,-0.5670006707180748,-0.5782118249629074,0.009790192972686605,6,0.2826056238519147,0.2704197390811117,0.2681524593654624,0.2751187690562292,0.2837355419106098,0.2760064266530656,0.006276502888142194,3,0.5035246727089627,0.48011077542799596,0.47557905337361533,0.48841893252769386,0.5002517623363545,0.48957703927492446,0.010912205667044804,16,0.7936220808520152,0.7908579093920856,0.7904310887990081,0.7922196703319038,0.7961017052498933,0.7926464909249813,0.002058129638048316,1,0.7393999144601434,0.7323731964250316,0.7326240347403414,0.735597300674021,0.7344267385684179,0.7348842369735911,0.0025504096363470254,8,0.661311519400757,0.6491292120302552,0.6468301864405055,0.6536591556224443,0.6611674695296268,0.6544195086047176,0.00598661799136119,9
43.272613000869754,4.1639522930183475,4.667133760452271,2.566063062881021,9.0,0.2,"{'classifier__model__C': 9.0, 'classifier__threshold': 0.2}",-0.8269547366923437,-0.8217109408345359,-0.8206743765370622,-0.824190565232414,-0.8264466169386802,-0.8239954472470071,0.0024920745621253818,15,0.16289020508821112,0.16385623535867294,0.16407402723325326,0.16344818881736717,0.16299791460409074,0.16345331422031903,0.00046306307627318367,15,0.972809667673716,0.9773413897280967,0.9798590130916415,0.9780966767371602,0.9740684793554885,0.9764350453172206,0.0026095988962436876,3,0.19280095933009492,0.19475213918416293,0.1939594723684478,0.1917237454523282,0.19239446352716408,0.19312615597243957,0.0010905154357685022,14,0.7393910137995975,0.7323582896276944,0.7326199378759499,0.7356017593538818,0.7344314755678705,0.7348804952449989,0.0025510099573036985,12,0.5485552240732108,0.551683363726946,0.5524004875535813,0.5503806693951339,0.5489082585594351,0.5503856006616614,0.0015017856452100985,15
41.81585097312927,1.3496423564265854,2.818772792816162,0.3419526644999332,9.0,0.3,"{'classifier__model__C': 9.0, 'classifier__threshold': 0.3}",-0.7057376882583687,-0.7023840978841893,-0.697343549927847,-0.6996605760045528,-0.7028922176378529,-0.7016036259425621,0.002873456697170191,11,0.18659220739298615,0.1873716632443532,0.188522488332735,0.18800956765515292,0.1872761472854235,0.18755441478213017,0.0006604550735982104,11,0.9169184290030211,0.918932527693857,0.9254783484390735,0.9201913393756294,0.9149043303121853,0.9192849949647532,0.0035803401479619617,7,0.3546269384768602,0.3565171439604886,0.35680169102254017,0.3583260502835308,0.3589357939879271,0.35704152354626933,0.001510032058713531,11,0.7393910137995975,0.7323582896276944,0.7326199378759499,0.7356017593538818,0.7344314755678705,0.7348804952449989,0.0025510099573036985,12,0.6110825313999606,0.6130292433512289,0.6161694954735994,0.6145872569437788,0.6125075499755669,0.6134752154288269,0.0017524831340733603,11
44.50102033615112,2.1989216580287745,3.749280500411987,1.4137548258124664,9.0,0.4,"{'classifier__model__C': 9.0, 'classifier__threshold': 0.4}",-0.5989309160382918,-0.6067153106644174,-0.6064510883925124,-0.6037072417227292,-0.6051503018231337,-0.6041909717282168,0.0028391163840666765,7,0.22054882805874973,0.21804054054054053,0.21808241368836687,0.219262085647123,0.21887152896227058,0.21896107937941017,0.0009207621918433507,7,0.8184793554884189,0.8124370594159114,0.8134441087613293,0.8101711983887211,0.8076535750251762,0.8124370594159114,0.0036204789551354437,9,0.5329566472226174,0.529562407268145,0.5290949370947745,0.534216784211703,0.5346029552244873,0.5320867462043454,0.0023215644010171747,8,0.7393910137995975,0.7323582896276944,0.7326199378759499,0.7356017593538818,0.7344314755678705,0.7348804952449989,0.0025510099573036985,12,0.6631807332616871,0.6585787410767677,0.6587837846864419,0.6600768658595533,0.6591386449491885,0.6599517539667277,0.0016942504645473277,4
45.37527108192444,3.166989305799574,3.2056399822235107,0.3778788163785372,9.0,0.5,"{'classifier__model__C': 9.0, 'classifier__threshold': 0.5}",-0.5540131298144346,-0.5699274404991769,-0.5666754740757302,-0.5639722769862401,-0.5633625332818438,-0.5635901709314852,0.0053216091844435695,3,0.2550526615428409,0.2483964460493182,0.24958544558677215,0.2512409316533028,0.252230528092597,0.25130120258496624,0.0022944348064478405,6,0.676737160120846,0.6581067472306144,0.6631419939577039,0.6626384692849949,0.6583585095669687,0.6637965760322256,0.006799634168940513,13,0.6808601451190016,0.6784821446718563,0.6780756488689255,0.6811446921810532,0.6848641287778704,0.6806853519237414,0.002423567385437241,6,0.7393910137995975,0.7323582896276944,0.7326199378759499,0.7356017593538818,0.7344314755678705,0.7348804952449989,0.0025510099573036985,12,0.6789796923998512,0.669189127224717,0.6712645564208028,0.6727041867749788,0.6727751777532605,0.6729825481147221,0.0032688763998669607,3
37.030904817581174,8.831298876407127,2.120289993286133,0.7351577044817537,9.0,0.6,"{'classifier__model__C': 9.0, 'classifier__threshold': 0.6}",-0.5664519013841182,-0.5870612385927115,-0.5906180768683563,-0.5794597670779049,-0.5666348244954371,-0.5780451616837056,0.010059507210741503,5,0.28300953726598377,0.2703162671961424,0.26813342796309436,0.2750655424077092,0.2839400428265525,0.27609296353189644,0.006437323463500223,2,0.5042799597180262,0.4798590130916415,0.47557905337361533,0.48867069486404835,0.5007552870090635,0.48982880161127895,0.011242929093214796,15,0.7937237048027479,0.7908579093920856,0.7904107640088616,0.7920570720107315,0.7961017052498933,0.7926302310928639,0.0020805041340300734,3,0.7393910137995975,0.7323582896276944,0.7326199378759499,0.7356017593538818,0.7344314755678705,0.7348804952449989,0.0025510099573036985,12,0.6617112726136616,0.6490143857162645,0.6468191315863191,0.6536855431029434,0.6613971221576083,0.6545254910353593,0.006153381858725582,8
