mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__model__learning_rate,param_classifier__threshold,params,split0_test_Self_Score,split1_test_Self_Score,split2_test_Self_Score,split3_test_Self_Score,split4_test_Self_Score,mean_test_Self_Score,std_test_Self_Score,rank_test_Self_Score,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,split4_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_ROC_AUC,split1_test_ROC_AUC,split2_test_ROC_AUC,split3_test_ROC_AUC,split4_test_ROC_AUC,mean_test_ROC_AUC,std_test_ROC_AUC,rank_test_ROC_AUC,split0_test_Balanced_Accuracy,split1_test_Balanced_Accuracy,split2_test_Balanced_Accuracy,split3_test_Balanced_Accuracy,split4_test_Balanced_Accuracy,mean_test_Balanced_Accuracy,std_test_Balanced_Accuracy,rank_test_Balanced_Accuracy
0.6817000389099122,0.050778432246433435,0.07057242393493653,0.01567251887869643,0.1,0.2,"{'classifier__model__learning_rate': 0.1, 'classifier__threshold': 0.2}",-0.7526881720430108,-0.8602150537634409,-0.7813620071684588,-0.7230215827338129,-0.7122302158273381,-0.7659034063072123,0.05296783886930259,1,0.16666666666666669,0.0,0.06451612903225805,0.16666666666666663,0.1818181818181818,0.11593352883675463,0.07151618300471417,1,0.13043478260869565,0.0,0.045454545454545456,0.13636363636363635,0.13636363636363635,0.08972332015810276,0.05660045929198469,1,0.8924731182795699,0.8817204301075269,0.8960573476702509,0.8920863309352518,0.9028776978417267,0.8930429849668652,0.006859273188301305,10,0.6798573369565217,0.6300951086956521,0.7152458436505129,0.7333096590909092,0.6859019886363635,0.6888819874059919,0.03525646818480513,1,0.5456861413043478,0.48046875,0.5071630703926424,0.5466974431818181,0.5525568181818181,0.5265144446121253,0.028099089960216875,1
0.6170185089111329,0.01191106911828835,0.05187897682189942,0.006289990539404963,0.1,0.3,"{'classifier__model__learning_rate': 0.1, 'classifier__threshold': 0.3}",-0.7419354838709677,-0.8422939068100358,-0.7706093189964157,-0.7913669064748201,-0.7338129496402878,-0.7760037131585055,0.03898774613810408,3,0.18181818181818182,0.0,0.07142857142857144,0.060606060606060615,0.14285714285714288,0.09134199134199135,0.06406926406926408,2,0.13043478260869565,0.0,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.06245059288537549,0.044518634234170226,2,0.9032258064516129,0.899641577060932,0.9068100358422939,0.8884892086330936,0.9136690647482014,0.9023671385472267,0.008345487486228499,9,0.6798573369565217,0.6300951086956521,0.7152458436505129,0.7333096590909092,0.6859019886363635,0.6888819874059919,0.03525646818480513,1,0.5515455163043478,0.490234375,0.5129996462681288,0.5031960227272727,0.5376420454545454,0.5191235211508589,0.02244946024766495,3
0.5995808124542237,0.011613627788398714,0.05822720527648926,0.0060979379104975405,0.1,0.4,"{'classifier__model__learning_rate': 0.1, 'classifier__threshold': 0.4}",-0.7706093189964157,-0.8387096774193549,-0.7670250896057348,-0.8201438848920863,-0.7697841726618705,-0.7932544287150924,0.030135874408250427,10,0.13333333333333333,0.0,0.07407407407407407,0.0,0.07407407407407407,0.05629629629629629,0.05080423170216962,9,0.08695652173913043,0.0,0.045454545454545456,0.0,0.045454545454545456,0.03557312252964427,0.03276105262466735,6,0.9068100358422939,0.9032258064516129,0.910394265232975,0.8920863309352518,0.9100719424460432,0.9045176761816354,0.006735671569520133,8,0.6798573369565217,0.6300951086956521,0.7152458436505129,0.7333096590909092,0.6859019886363635,0.6888819874059919,0.03525646818480513,1,0.5337126358695652,0.4921875,0.5149451715599576,0.484375,0.5149147727272727,0.508027016031359,0.017693847886472724,10
0.6273168087005615,0.016781073880794195,0.05093817710876465,0.0060948166722804105,0.1,0.5,"{'classifier__model__learning_rate': 0.1, 'classifier__threshold': 0.5}",-0.7598566308243727,-0.8387096774193549,-0.7634408602150538,-0.8165467625899281,-0.7697841726618705,-0.7896676207421159,0.031935876956137574,8,0.14814814814814817,0.0,0.07692307692307693,0.0,0.07407407407407407,0.05982905982905984,0.05559571928273718,7,0.08695652173913043,0.0,0.045454545454545456,0.0,0.045454545454545456,0.03557312252964427,0.03276105262466735,6,0.9175627240143369,0.9032258064516129,0.9139784946236559,0.89568345323741,0.9100719424460432,0.9081044841546119,0.007821977979243805,6,0.6798573369565217,0.6300951086956521,0.7152458436505129,0.7333096590909092,0.6859019886363635,0.6888819874059919,0.03525646818480513,1,0.5395720108695652,0.4921875,0.5168906968517863,0.486328125,0.5149147727272727,0.5099786210897248,0.019098591874325426,8
0.5933037757873535,0.018235857751286184,0.06043596267700195,0.004777641168518685,0.1,0.6,"{'classifier__model__learning_rate': 0.1, 'classifier__threshold': 0.6}",-0.7562724014336918,-0.8387096774193549,-0.7634408602150538,-0.8129496402877698,-0.762589928057554,-0.786792501482685,0.03299129971674096,7,0.15384615384615383,0.0,0.07692307692307693,0.0,0.08,0.06215384615384615,0.057741312520565656,6,0.08695652173913043,0.0,0.045454545454545456,0.0,0.045454545454545456,0.03557312252964427,0.03276105262466735,6,0.921146953405018,0.9032258064516129,0.9139784946236559,0.8992805755395683,0.9172661870503597,0.910979603414043,0.008353180336671808,4,0.6798573369565217,0.6300951086956521,0.7152458436505129,0.7333096590909092,0.6859019886363635,0.6888819874059919,0.03525646818480513,1,0.5415251358695652,0.4921875,0.5168906968517863,0.48828125,0.5188210227272727,0.5115411210897248,0.01947429240511373,7
0.5760509490966796,0.01405998134643178,0.04813203811645508,0.008072198750869142,0.2,0.2,"{'classifier__model__learning_rate': 0.2, 'classifier__threshold': 0.2}",-0.7777777777777778,-0.7992831541218638,-0.7706093189964157,-0.7769784172661871,-0.7697841726618705,-0.7788865681648229,0.010698202020577023,4,0.125,0.07407407407407408,0.07142857142857144,0.06896551724137931,0.07407407407407407,0.08270844736361978,0.021231033691542323,4,0.08695652173913043,0.043478260869565216,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.05335968379446641,0.016815847736112763,3,0.899641577060932,0.910394265232975,0.9068100358422939,0.9028776978417267,0.9100719424460432,0.905959103684794,0.0041645261623397024,7,0.6674592391304348,0.63671875,0.6604174036080651,0.7599431818181818,0.6358309659090908,0.6720739080931545,0.04569839514328593,6,0.5298063858695652,0.5158797554347826,0.5129996462681288,0.5110085227272727,0.5149147727272727,0.5169218166054044,0.006655474534227819,4
0.579243516921997,0.01661347264472106,0.058022356033325194,0.0058619042242606485,0.2,0.3,"{'classifier__model__learning_rate': 0.2, 'classifier__threshold': 0.3}",-0.7670250896057348,-0.7992831541218638,-0.7706093189964157,-0.7733812949640287,-0.762589928057554,-0.7745777571491195,0.012870800255326406,2,0.13793103448275862,0.07407407407407408,0.07142857142857144,0.07142857142857144,0.08,0.08697245028279513,0.025670936153954667,3,0.08695652173913043,0.043478260869565216,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.05335968379446641,0.016815847736112763,3,0.910394265232975,0.910394265232975,0.9068100358422939,0.9064748201438849,0.9172661870503597,0.9102679147004977,0.0038820674211140485,5,0.6674592391304348,0.63671875,0.6604174036080651,0.7599431818181818,0.6358309659090908,0.6720739080931545,0.04569839514328593,6,0.5356657608695652,0.5158797554347826,0.5129996462681288,0.5129616477272727,0.5188210227272727,0.5192655666054045,0.008480906311710485,2
0.6185049533843994,0.05510108115712713,0.05384392738342285,0.00813307099642806,0.2,0.4,"{'classifier__model__learning_rate': 0.2, 'classifier__threshold': 0.4}",-0.7670250896057348,-0.8351254480286738,-0.7670250896057348,-0.7697841726618705,-0.7589928057553957,-0.779590521131482,0.028001209235869216,5,0.13793103448275862,0.0,0.07407407407407407,0.07407407407407407,0.08333333333333334,0.07388250319284802,0.043932289327066096,5,0.08695652173913043,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.044664031620553366,0.027515105587283973,5,0.910394265232975,0.9068100358422939,0.910394265232975,0.9100719424460432,0.920863309352518,0.911706763621361,0.004773640476268754,3,0.6674592391304348,0.63671875,0.6604174036080651,0.7599431818181818,0.6358309659090908,0.6720739080931545,0.04569839514328593,6,0.5356657608695652,0.494140625,0.5149451715599576,0.5149147727272727,0.5207741477272727,0.5160880955768136,0.013338804216341827,5
0.5724610805511474,0.026646171928941993,0.050951814651489256,0.004844749359377992,0.2,0.5,"{'classifier__model__learning_rate': 0.2, 'classifier__threshold': 0.5}",-0.7670250896057348,-0.8315412186379928,-0.7670250896057348,-0.802158273381295,-0.7553956834532374,-0.784629070936799,0.028222026154944006,6,0.13793103448275862,0.0,0.07407407407407407,0.0,0.08695652173913045,0.05979232605919262,0.053287454655930405,8,0.08695652173913043,0.0,0.045454545454545456,0.0,0.045454545454545456,0.03557312252964427,0.03276105262466735,6,0.910394265232975,0.910394265232975,0.910394265232975,0.9100719424460432,0.9244604316546763,0.9131430339599289,0.005660075656924992,1,0.6674592391304348,0.63671875,0.6604174036080651,0.7599431818181818,0.6358309659090908,0.6720739080931545,0.04569839514328593,6,0.5356657608695652,0.49609375,0.5149451715599576,0.494140625,0.5227272727272727,0.5127145160313591,0.015831803762528726,6
0.5841290950775146,0.006595254565599622,0.05652780532836914,0.007691923244031838,0.2,0.6,"{'classifier__model__learning_rate': 0.2, 'classifier__threshold': 0.6}",-0.7670250896057348,-0.8315412186379928,-0.7670250896057348,-0.7985611510791367,-0.7913669064748201,-0.7911038910806838,0.02387649356458856,9,0.13793103448275862,0.0,0.07407407407407407,0.0,0.0,0.04240102171136654,0.055718409009189195,10,0.08695652173913043,0.0,0.045454545454545456,0.0,0.0,0.02648221343873518,0.03498861023925807,10,0.910394265232975,0.910394265232975,0.910394265232975,0.9136690647482014,0.920863309352518,0.9131430339599289,0.0040631649996146595,1,0.6674592391304348,0.63671875,0.6604174036080651,0.7599431818181818,0.6358309659090908,0.6720739080931545,0.04569839514328593,6,0.5356657608695652,0.49609375,0.5149451715599576,0.49609375,0.5,0.5085596864859045,0.015228795525593525,9
